CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD399348,10/13/2020 08:00:00 PM,018XX W EVERGREEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1424,1,07,1163545,1909429,41.907109594,-87.674665093,"(41.907109594, -87.674665093)"
JD403947,10/11/2020 01:00:00 PM,038XX N PINE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1925,46,14,,,,,
JD399178,10/13/2020 11:59:00 PM,019XX W GRANVILLE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2413,40,06,1162116,1941185,41.994279729,-87.679023838,"(41.994279729, -87.679023838)"
JD399460,10/13/2020 10:00:00 PM,048XX S CORNELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,222,4,14,1187670,1872927,41.806403982,-87.587210143,"(41.806403982, -87.587210143)"
JD462779,12/18/2020 03:14:00 PM,056XX S WABASH AVE,0810,THEFT,OVER $500,APARTMENT,N,Y,225,20,06,1177678,1867609,41.792043078,-87.624017919,"(41.792043078, -87.624017919)"
JD465313,12/18/2020 03:06:00 PM,022XX W HIGHLAND AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,2413,50,06,1160402,1942126,41.996897629,-87.685302484,"(41.996897629, -87.685302484)"
JD398340,10/13/2020 04:59:00 PM,080XX S KENTON AVE,0560,ASSAULT,SIMPLE,STREET,N,N,834,18,08A,1147276,1850781,41.746498441,-87.735926613,"(41.746498441, -87.735926613)"
JD466462,12/10/2020 01:00:00 PM,012XX W 110TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,2234,34,26,1169957,1831835,41.694045623,-87.653365989,"(41.694045623, -87.653365989)"
JD467073,12/18/2020 11:30:00 AM,006XX W SURF ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1934,44,06,,,,,
JD397846,10/13/2020 09:55:00 AM,064XX S LOWE AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,723,20,08B,1173144,1862203,41.777309867,-87.640802922,"(41.777309867, -87.640802922)"
JD398107,10/13/2020 02:13:00 PM,008XX E 79TH ST,2027,NARCOTICS,POSSESS - CRACK,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,624,8,18,1183364,1852811,41.751305337,-87.603628907,"(41.751305337, -87.603628907)"
JD466178,12/15/2020 01:00:00 PM,042XX N ASHLAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1912,47,11,1164893,1928288,41.958831234,-87.66917666,"(41.958831234, -87.66917666)"
JD272306,06/22/2020 11:03:00 AM,078XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,N,621,17,08B,1172992,1852925,41.751853272,-87.641633666,"(41.751853272, -87.641633666)"
JD462233,12/18/2020 04:30:00 AM,081XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,614,21,08B,1166760,1850669,41.745797707,-87.664535368,"(41.745797707, -87.664535368)"
JD462632,12/18/2020 01:42:00 PM,038XX W ROOSEVELT RD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VACANT LOT / LAND,Y,N,1133,24,15,1150815,1894433,41.866217696,-87.721820628,"(41.866217696, -87.721820628)"
JD464691,12/18/2020 05:00:00 PM,004XX W CERMAK RD,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,N,N,914,25,06,1173810,1889720,41.852804371,-87.637544579,"(41.852804371, -87.637544579)"
JD399097,10/13/2020 11:00:00 PM,018XX S CANALPORT AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1235,11,05,1172852,1891290,41.85713382,-87.641014253,"(41.85713382, -87.641014253)"
JD397627,10/13/2020 12:20:00 AM,010XX S LA SALLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,123,4,08B,1175390,1895893,41.869708229,-87.631560338,"(41.869708229, -87.631560338)"
JD399320,10/13/2020 09:15:00 PM,071XX S JEFFERY BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,333,5,04A,1190784,1857880,41.765039197,-87.57627519,"(41.765039197, -87.57627519)"
JD398906,10/13/2020 11:30:00 PM,052XX S HARPER AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,234,4,08B,1187173,1870663,41.800203231,-87.589104836,"(41.800203231, -87.589104836)"
JD399362,10/13/2020 12:00:00 AM,002XX N COLUMBUS DR,0890,THEFT,FROM BUILDING,HOTEL / MOTEL,N,N,114,42,06,1178301,1901977,41.886337253,-87.620687893,"(41.886337253, -87.620687893)"
JD245032,05/28/2020 12:51:00 AM,079XX S MARYLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,624,8,08B,1183281,1852472,41.750377017,-87.60394359,"(41.750377017, -87.60394359)"
JD397836,10/13/2020 09:43:00 AM,003XX E OHIO ST,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,BANK,N,N,1834,42,03,1178949,1904277,41.89263377,-87.618237927,"(41.89263377, -87.618237927)"
JD397919,10/13/2020 04:00:00 AM,049XX N NEENAH AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1613,45,06,1131896,1932404,41.970763645,-87.790392537,"(41.970763645, -87.790392537)"
JD399240,10/13/2020 11:00:00 AM,009XX E 40TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,214,4,08A,1183239,1878619,41.822127659,-87.603283944,"(41.822127659, -87.603283944)"
JD398546,10/13/2020 08:30:00 PM,032XX W AUGUSTA BLVD,0810,THEFT,OVER $500,STREET,N,N,1121,26,06,1154707,1906476,41.899187932,-87.707210123,"(41.899187932, -87.707210123)"
JD398173,10/13/2020 01:15:00 PM,030XX N CLARK ST,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,N,N,1934,44,06,1170688,1920297,41.936778413,-87.648106932,"(41.936778413, -87.648106932)"
JD397747,10/13/2020 08:00:00 AM,028XX W POLK ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),RESIDENCE - YARD (FRONT / BACK),Y,N,1135,28,18,1157471,1896242,41.871049071,-87.697336573,"(41.871049071, -87.697336573)"
JD462974,12/18/2020 05:08:00 PM,024XX W JACKSON BLVD,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,N,N,1125,27,04B,1160249,1898629,41.877542289,-87.687071529,"(41.877542289, -87.687071529)"
JD398799,10/13/2020 06:00:00 PM,068XX S BELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,832,17,05,1162576,1859326,41.76964199,-87.679625394,"(41.76964199, -87.679625394)"
JD463057,12/18/2020 12:00:00 PM,039XX N KEDZIE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1733,33,26,1154354,1925984,41.95272651,-87.707984129,"(41.95272651, -87.707984129)"
JD398996,10/13/2020 06:30:00 PM,001XX E ERIE ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1834,42,06,1177179,1904807,41.894128411,-87.62472227,"(41.894128411, -87.62472227)"
JD397900,10/13/2020 11:17:00 AM,034XX W LAKE ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),STREET,Y,N,1123,28,18,1153318,1901191,41.884713074,-87.712452377,"(41.884713074, -87.712452377)"
JD398013,10/13/2020 12:30:00 PM,018XX S KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1012,24,08B,1149358,1890599,41.855725091,-87.727268803,"(41.855725091, -87.727268803)"
JD398803,10/13/2020 08:00:00 PM,067XX S JEFFERY BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,331,5,14,1190705,1860678,41.772719038,-87.576474498,"(41.772719038, -87.576474498)"
JD398185,10/13/2020 03:00:00 PM,017XX E 72ND ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,Y,Y,324,7,26,1188912,1857580,41.764260979,-87.583146097,"(41.764260979, -87.583146097)"
JD398689,10/13/2020 10:36:00 PM,004XX E 95TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,633,9,07,1180667,1842071,41.721895856,-87.613841024,"(41.721895856, -87.613841024)"
JD398719,10/13/2020 11:10:00 PM,018XX N KIMBALL AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1422,1,06,1153411,1912019,41.914424286,-87.711822809,"(41.914424286, -87.711822809)"
JD398046,10/13/2020 01:19:00 PM,017XX W 18TH ST,0460,BATTERY,SIMPLE,CONVENIENCE STORE,Y,N,1234,25,08B,1165285,1891456,41.85775341,-87.668784595,"(41.85775341, -87.668784595)"
JD463721,12/18/2020 10:00:00 AM,006XX W IRVING PARK RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1925,46,11,1170908,1926796,41.954607083,-87.647107189,"(41.954607083, -87.647107189)"
JD466195,11/22/2020 01:00:00 AM,004XX N MICHIGAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,COMMERCIAL / BUSINESS OFFICE,N,N,1834,42,11,1177361,1903270,41.889906681,-87.624100509,"(41.889906681, -87.624100509)"
JD398414,10/13/2020 05:35:00 PM,034XX W FRANKLIN BLVD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1121,27,15,1153378,1903121,41.890007998,-87.712180745,"(41.890007998, -87.712180745)"
JD386990,10/03/2020 02:17:00 AM,050XX W QUINCY ST,041A,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,Y,N,1533,28,04B,1142752,1898530,41.877614182,-87.751318954,"(41.877614182, -87.751318954)"
JD398477,10/13/2020 07:00:00 PM,019XX S ALBANY AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,1022,24,08A,1155993,1890425,41.85511652,-87.702919688,"(41.85511652, -87.702919688)"
JD398657,10/13/2020 05:30:00 PM,105XX S PARNELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,2233,34,05,1174497,1834975,41.702562702,-87.636650927,"(41.702562702, -87.636650927)"
JD398643,10/13/2020 10:39:00 PM,018XX W WASHINGTON BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,Y,N,1223,27,15,1164091,1900722,41.883205403,-87.672905605,"(41.883205403, -87.672905605)"
JD398677,10/13/2020 10:00:00 PM,021XX N NATCHEZ AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2512,36,08B,1132733,1913610,41.919176245,-87.787754631,"(41.919176245, -87.787754631)"
JD397835,10/13/2020 01:30:00 AM,057XX S WOLCOTT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,715,15,11,1164669,1866569,41.78947382,-87.671749096,"(41.78947382, -87.671749096)"
JD462167,12/18/2020 12:50:00 AM,034XX W 13TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1021,24,08B,1153650,1893691,41.864125678,-87.711432768,"(41.864125678, -87.711432768)"
JD398388,10/13/2020 05:26:00 PM,015XX S WABASH AVE,0810,THEFT,OVER $500,STREET,N,N,131,3,06,1177014,1892855,41.861335178,-87.625690175,"(41.861335178, -87.625690175)"
JD462821,12/18/2020 03:23:00 PM,044XX S CICERO AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,NURSING / RETIREMENT HOME,Y,N,815,22,18,1145104,1874747,41.812306287,-87.74328289,"(41.812306287, -87.74328289)"
JD463473,12/18/2020 04:00:00 PM,024XX N TALMAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1431,1,11,1158292,1916172,41.925721971,-87.693776916,"(41.925721971, -87.693776916)"
JD466075,12/13/2020 12:30:00 PM,014XX N LAWLER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER COMMERCIAL TRANSPORTATION,N,N,2533,37,11,1142443,1909007,41.906370059,-87.752192988,"(41.906370059, -87.752192988)"
JD397769,10/13/2020 08:54:00 AM,079XX S KINGSTON AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,422,7,08B,1194563,1852907,41.751300804,-87.562587625,"(41.751300804, -87.562587625)"
JD466455,12/18/2020 09:00:00 AM,092XX S ELIZABETH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2222,21,11,1169616,1843486,41.726025145,-87.65427808,"(41.726025145, -87.65427808)"
JD397666,10/13/2020 03:00:00 AM,001XX E 51ST ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,231,3,06,1178181,1871245,41.8020092,-87.622063199,"(41.8020092, -87.622063199)"
JD398311,10/13/2020 03:53:00 PM,082XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,631,8,08B,1184329,1850611,41.745245796,-87.60016139,"(41.745245796, -87.60016139)"
JD399164,10/13/2020 01:50:00 AM,020XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,APARTMENT,N,Y,132,3,08B,1177528,1890620,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
JD462551,12/18/2020 12:40:00 PM,057XX S RACINE AVE,2025,NARCOTICS,POSSESS - HALLUCINOGENS,SIDEWALK,Y,N,713,16,18,1169298,1866822,41.79006908,-87.654768679,"(41.79006908, -87.654768679)"
JD398907,10/13/2020 11:15:00 AM,053XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,NURSING / RETIREMENT HOME,N,N,2011,40,06,1159379,1935412,41.978495324,-87.689251423,"(41.978495324, -87.689251423)"
JD398436,10/13/2020 06:00:00 PM,069XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,733,6,08B,1169850,1858770,41.76796145,-87.652978243,"(41.76796145, -87.652978243)"
JD398695,10/13/2020 11:52:00 PM,018XX W 70TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,735,17,15,1165440,1858267,41.766675738,-87.669157185,"(41.766675738, -87.669157185)"
JD398453,10/13/2020 09:25:00 AM,005XX N DEARBORN ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1831,42,11,1175840,1904001,41.891946946,-87.629664215,"(41.891946946, -87.629664215)"
JD398038,10/13/2020 12:42:00 PM,030XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,OTHER (SPECIFY),N,N,1033,12,06,1155512,1884264,41.838219696,-87.704850674,"(41.838219696, -87.704850674)"
JD375116,09/22/2020 01:25:00 AM,002XX W 63RD ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,711,20,03,1175827,1863196,41.779975054,-87.630937377,"(41.779975054, -87.630937377)"
JD397934,10/13/2020 09:58:00 AM,091XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,633,8,06,1183159,1844609,41.728802912,-87.604634627,"(41.728802912, -87.604634627)"
JE112959,01/14/2021 07:51:00 PM,001XX W 87TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,622,21,15,1176740,1847273,41.736259984,-87.628068782,"(41.736259984, -87.628068782)"
JD398446,10/13/2020 06:30:00 AM,055XX S SHORE DR,0820,THEFT,$500 AND UNDER,STREET,N,N,235,5,06,1189552,1868725,41.794828373,-87.580442725,"(41.794828373, -87.580442725)"
JD397654,10/13/2020 12:30:00 AM,0000X S A12 ST,0560,ASSAULT,SIMPLE,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,N,N,813,23,08A,1145259,1864861,41.785174611,-87.74296339,"(41.785174611, -87.74296339)"
JD398101,10/13/2020 02:00:00 PM,009XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,N,N,1232,25,14,1170021,1899291,41.879151347,-87.651172178,"(41.879151347, -87.651172178)"
JD398587,10/13/2020 09:03:00 PM,037XX W CHICAGO AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,Y,N,1112,27,18,1151136,1905078,41.895422447,-87.720363086,"(41.895422447, -87.720363086)"
JD397886,10/13/2020 11:00:00 AM,044XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1914,46,06,1168802,1929837,41.962997708,-87.654760597,"(41.962997708, -87.654760597)"
JD463662,12/18/2020 06:00:00 PM,081XX S JEFFERY BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,414,8,07,1190940,1851468,41.747440355,-87.575910326,"(41.747440355, -87.575910326)"
JD398378,10/13/2020 05:40:00 PM,058XX S CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,824,16,08B,1160706,1865767,41.787355789,-87.686302376,"(41.787355789, -87.686302376)"
JD398640,10/13/2020 10:45:00 PM,038XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,N,N,1122,28,14,1150769,1900143,41.881887475,-87.721840162,"(41.881887475, -87.721840162)"
JD398033,10/13/2020 01:00:00 PM,046XX S HALSTED ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,925,11,06,1171750,1874054,41.809860998,-87.645565723,"(41.809860998, -87.645565723)"
JD399601,10/13/2020 12:00:00 AM,009XX S INDEPENDENCE BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1133,24,14,1151402,1895644,41.869529323,-87.719633902,"(41.869529323, -87.719633902)"
JD397677,10/13/2020 04:00:00 AM,099XX S BENSLEY AVE,0460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,431,7,08B,1194464,1839509,41.714537947,-87.563389604,"(41.714537947, -87.563389604)"
JD397841,10/13/2020 12:00:00 AM,051XX W HIRSCH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,N,N,2533,37,14,1141671,1908825,41.905884947,-87.755033387,"(41.905884947, -87.755033387)"
JD399002,10/13/2020 12:00:00 PM,005XX N HAMLIN AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,N,N,1122,27,20,1150958,1903397,41.890813098,-87.721060899,"(41.890813098, -87.721060899)"
JD463116,12/18/2020 11:00:00 PM,003XX N GREEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1214,27,14,1170673,1902415,41.887709569,-87.64868665,"(41.887709569, -87.64868665)"
JD398717,10/13/2020 11:45:00 PM,007XX N MONTICELLO AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,N,N,1112,27,04B,1151920,1904639,41.894202381,-87.717495197,"(41.894202381, -87.717495197)"
JD398678,10/13/2020 11:13:00 PM,044XX W 53RD ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,815,23,15,1147717,1869105,41.796774152,-87.733842636,"(41.796774152, -87.733842636)"
JD398869,10/13/2020 11:00:00 PM,116XX S WALLACE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,524,34,14,1174401,1827551,41.682192242,-87.637222142,"(41.682192242, -87.637222142)"
JD398133,10/13/2020 03:00:00 PM,007XX N CENTRAL AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,1524,37,08A,1138893,1904338,41.893623014,-87.765347251,"(41.893623014, -87.765347251)"
JD462633,12/18/2020 01:13:00 PM,067XX S ARTESIAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,Y,N,832,17,14,1161200,1859980,41.771465248,-87.684651145,"(41.771465248, -87.684651145)"
JD398607,10/13/2020 09:34:00 PM,011XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,N,Y,1231,28,08B,1166546,1895280,41.868219921,-87.664046556,"(41.868219921, -87.664046556)"
JD399206,10/13/2020 07:55:00 AM,013XX W ESTES AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,2423,49,08A,1166019,1947523,42.011588594,-87.664484816,"(42.011588594, -87.664484816)"
JD397911,10/13/2020 09:46:00 AM,055XX S THROOP ST,0460,BATTERY,SIMPLE,RESIDENCE,N,N,713,16,08B,1168605,1867976,41.793250772,-87.65727644,"(41.793250772, -87.65727644)"
JD398710,10/13/2020 10:00:00 PM,056XX S DR MARTIN LUTHER KING JR DR,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,231,20,08A,1179887,1867687,41.792206818,-87.615915568,"(41.792206818, -87.615915568)"
JD399645,10/13/2020 03:00:00 AM,035XX S COTTAGE GROVE AVE,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,VEHICLE NON-COMMERCIAL,N,N,212,4,02,1181286,1881718,41.830676853,-87.610352872,"(41.830676853, -87.610352872)"
JD398543,10/13/2020 07:57:00 PM,006XX S INDEPENDENCE BLVD,0820,THEFT,$500 AND UNDER,GAS STATION,N,N,1133,24,06,1151362,1897011,41.87328131,-87.71974488,"(41.87328131, -87.71974488)"
JD398488,10/13/2020 07:25:00 PM,054XX W OHIO ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,VEHICLE NON-COMMERCIAL,N,N,1524,37,03,1140046,1903438,41.891132281,-87.76113466,"(41.891132281, -87.76113466)"
JD398665,10/13/2020 09:30:00 PM,089XX S COMMERCIAL AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,423,10,04B,1197693,1846366,41.73327429,-87.55133578,"(41.73327429, -87.55133578)"
JD398151,10/13/2020 01:43:00 PM,027XX W LAKE ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,N,N,1222,27,03,1157877,1901065,41.884275586,-87.695714449,"(41.884275586, -87.695714449)"
JD398621,10/13/2020 09:34:00 PM,015XX W JONQUIL TER,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2422,49,14,1164506,1950995,42.021148122,-87.669952775,"(42.021148122, -87.669952775)"
JD398117,10/13/2020 01:18:00 PM,026XX E 79TH ST,1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,421,7,15,1195477,1853107,41.751827103,-87.559231739,"(41.751827103, -87.559231739)"
JD398284,10/13/2020 04:10:00 PM,010XX N HAMLIN AVE,0460,BATTERY,SIMPLE,RESIDENCE - YARD (FRONT / BACK),N,N,1112,27,08B,1150861,1906637,41.899705887,-87.721332258,"(41.899705887, -87.721332258)"
JD398339,10/13/2020 04:30:00 PM,003XX E 55TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,231,20,07,1179351,1868294,41.79388474,-87.617862454,"(41.79388474, -87.617862454)"
JD399304,10/13/2020 05:00:00 PM,055XX W IOWA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1524,37,14,1139228,1905456,41.896684851,-87.76408965,"(41.896684851, -87.76408965)"
JD398450,10/13/2020 06:20:00 PM,031XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1933,44,06,1170283,1920956,41.93859561,-87.649576033,"(41.93859561, -87.649576033)"
JD399259,10/13/2020 03:14:00 PM,034XX W 84TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,834,18,11,1155024,1848346,41.73966527,-87.707600639,"(41.73966527, -87.707600639)"
JD400121,10/13/2020 02:40:00 PM,014XX E 52ND ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,234,4,06,,,,,
JD398294,10/13/2020 04:50:00 PM,003XX E GRAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1834,42,08B,1178931,1903986,41.891835664,-87.618312939,"(41.891835664, -87.618312939)"
JD398392,10/13/2020 10:50:00 AM,024XX W OHIO ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,RESIDENCE - GARAGE,N,N,1221,26,07,1159849,1903929,41.892094218,-87.688393973,"(41.892094218, -87.688393973)"
JE168651,03/13/2021 07:00:00 PM,072XX S EMERALD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,732,6,14,1172595,1856939,41.762876939,-87.642970445,"(41.762876939, -87.642970445)"
JD398537,10/13/2020 07:40:00 PM,004XX W 24TH ST,0325,ROBBERY,VEHICULAR HIJACKING,RESIDENCE - GARAGE,N,N,914,11,03,1173331,1888350,41.849055621,-87.639343284,"(41.849055621, -87.639343284)"
JD398634,10/13/2020 10:12:00 PM,006XX N NOBLE ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,N,N,1215,1,08B,1166945,1904381,41.89318522,-87.66232052,"(41.89318522, -87.66232052)"
JD398685,10/13/2020 12:00:00 PM,007XX N LATROBE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1524,37,07,1141227,1904335,41.893572063,-87.756775225,"(41.893572063, -87.756775225)"
JD398043,10/13/2020 01:13:00 PM,007XX E 105TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,512,9,15,1183066,1835159,41.702873115,-87.605268035,"(41.702873115, -87.605268035)"
JD398084,10/13/2020 01:45:00 AM,007XX S LA SALLE ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,123,4,03,1175358,1897055,41.872897549,-87.631642945,"(41.872897549, -87.631642945)"
JD398122,10/13/2020 02:22:00 PM,009XX E 133RD ST,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,CHA APARTMENT,N,N,533,9,14,1184895,1817288,41.653790023,-87.599128376,"(41.653790023, -87.599128376)"
JD333085,08/15/2020 06:10:00 AM,009XX N LAWNDALE AVE,0330,ROBBERY,AGGRAVATED,STREET,N,N,1112,27,03,1151542,1906113,41.898254621,-87.71884471,"(41.898254621, -87.71884471)"
JD397968,10/13/2020 11:45:00 AM,066XX S STONY ISLAND AVE,0560,ASSAULT,SIMPLE,BANK,N,N,321,5,08A,1188019,1861082,41.773892091,-87.58630763,"(41.773892091, -87.58630763)"
JD397982,10/13/2020 11:56:00 AM,049XX S KOSTNER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,N,N,815,14,26,1147864,1871423,41.803132285,-87.733244221,"(41.803132285, -87.733244221)"
JD203652,04/07/2020 12:07:00 AM,008XX W 76TH ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,GAS STATION,N,N,621,17,04B,1172178,1854465,41.756097148,-87.644571417,"(41.756097148, -87.644571417)"
JD397991,10/13/2020 12:00:00 PM,073XX S MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,323,6,11,1178432,1856356,41.761146581,-87.621594655,"(41.761146581, -87.621594655)"
